"","S942","S955","S952","S962","S958","T895","T909","T911","T913","S956","T902","T906","T908","S959","S960","T894","T904","T907","T898","T901","S945","S951","T912","T910","T905","T903","S941","S954","T918","S957","S946","T893","T919","S944","T914","S947","T916","T900","T917","T897","T915"
"SPC24",0,8,20,0,135,7,0,0,331,17,83,191,3,297,135,235,0,457,11,20,12,11,6,12,107,23,111,62,19,73,6,4,156,16,0,25,59,6,1,93,6
"IP6K3",1,0,21,0,4,0,0,1,1,8,36,12,2,0,0,0,2,19,1,18,2,0,0,0,0,6,6,0,12,10,14,0,0,1,0,0,0,16,1,0,0
"LEMD2",1,6,55,13,520,9,10,79,804,275,170,217,5,518,499,321,40,452,13,107,7,123,35,77,202,29,766,659,24,241,30,245,393,52,4,117,620,43,3,694,1
"ALOX15",0,0,72,0,0,0,0,17,3,1,34,0,3,0,0,5,0,1,8,0,17,0,0,0,0,0,11,4,14,3,9,0,0,59,16,0,0,9,0,0,0
"TREML1",0,0,28,0,5,0,0,0,29,7,1,22,0,20,0,10,0,0,0,0,1,0,0,0,0,1,14,0,2,2,4,0,0,57,0,0,2,4,0,2,0
"ZNF653",0,0,21,1,62,0,0,0,15,25,46,68,0,40,9,75,0,64,0,12,18,0,0,7,34,4,44,79,3,21,9,0,32,49,0,8,21,9,0,33,0
"MED11",0,1,2,4,74,0,0,0,42,12,35,2,0,42,28,76,0,35,0,0,0,1,0,0,9,1,70,76,9,17,0,0,10,11,3,6,54,0,0,66,0
"CXCL16",0,0,33,0,186,16,4,3,359,17,105,49,0,64,16,131,0,66,0,18,24,44,0,16,80,25,129,163,21,29,5,39,26,72,0,0,283,6,0,101,0
"SCIMP",0,12,21,0,154,0,0,0,58,74,80,53,8,62,16,107,8,90,2,2,34,40,11,32,20,39,122,88,11,42,1,51,9,46,0,16,88,1,0,82,0
"RNASEK-C17orf49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,0,0,2,0
"BCL6B",0,0,29,0,182,0,0,15,175,37,129,13,6,222,26,143,1,231,0,0,14,6,0,8,18,13,54,57,13,13,12,0,16,92,8,0,42,16,0,5,0
"ASGR2",0,0,77,0,2,0,0,1,1,4,40,0,8,0,0,0,0,6,2,0,5,0,1,0,1,11,31,0,8,4,9,0,1,64,0,0,0,12,0,6,14
"TNFSF13",0,0,8,9,9,0,0,0,22,18,31,48,0,19,6,56,0,19,0,0,22,4,0,0,4,0,25,45,11,15,4,18,9,23,20,0,58,5,0,14,0
"SENP3",0,1,7,4,81,2,8,26,74,40,49,78,12,100,34,164,0,131,6,1,15,11,0,0,26,3,149,156,20,36,3,9,35,27,2,18,147,3,0,125,0
"FGF11",0,0,8,0,4,12,0,0,26,1,10,0,0,4,40,0,0,1,1,2,7,0,0,34,0,13,12,0,13,2,13,7,2,1,1,0,0,14,0,4,0
"EIF4A1",0,0,25,0,146,0,0,20,153,47,40,40,9,136,89,87,10,127,0,17,2,32,0,0,75,2,182,199,7,36,8,53,69,25,0,6,111,8,0,161,0
"RPL26",5,33,36,4,386,23,3,13,440,170,244,39,10,347,201,303,16,155,16,85,42,9,5,10,61,81,262,277,144,78,40,58,221,108,21,14,186,44,1,155,29
"CCDC42",0,0,21,0,4,0,0,20,0,1,16,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,11,0,4,0,5,0,1,12,0,0,0,5,0,0,0
"POLR3K",0,6,2,0,46,0,0,1,42,13,75,15,0,43,8,30,0,33,2,0,6,10,0,11,6,31,51,47,21,18,0,12,6,5,1,12,36,10,0,34,0
"SNRNP25",1,4,18,0,59,0,0,0,144,12,32,158,0,75,17,37,24,88,2,15,4,0,12,16,4,5,61,62,4,29,10,8,6,37,0,15,81,10,0,34,0
"C16orf11",0,10,12,2,2,0,0,0,0,0,13,0,1,0,1,0,0,1,0,0,4,0,0,0,0,10,1,0,3,1,10,0,5,0,0,0,4,14,0,1,4
"WDR90",6,15,86,10,1088,22,18,15,685,527,241,309,15,1405,359,555,113,1283,20,80,33,340,7,94,457,70,766,1212,32,453,84,335,291,108,0,280,732,88,2,734,6
"JMJD8",0,3,25,5,514,15,4,6,525,228,144,415,2,406,121,420,51,445,0,65,11,69,8,36,195,20,546,951,18,136,9,182,86,6,1,55,893,10,3,532,20
"CCDC78",0,1,29,0,130,0,0,1,168,119,58,43,0,33,29,40,1,82,0,0,3,9,0,0,6,19,72,59,10,8,25,24,27,25,0,37,47,25,0,61,0
"MSLNL",0,0,61,2,7,0,0,1,5,0,15,0,0,1,0,5,0,0,1,0,4,0,0,0,0,0,4,1,9,1,18,0,2,26,0,18,0,18,0,0,0
"SSTR5",0,0,16,0,2,0,0,0,0,4,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,13,0,15,0,4,12,0,0,0,15,0,1,0
